FG,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK0,HAK1,HAK2,HAK3,HAK4,MUL0,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,Mb_O,Mb_FF,Mb_DF,Mb_C,Mb_PAR,Mb_SCA,Mb_H,Mb_GRA,Mb_SF,Mb_PF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Dipturus_oxyrinchus,Myliobatis_aquila,RSH_C1,RSS_C1,SSH_C1,SSS_C1,SSS_C2,Torpedo_marmorata,DC,SPOM,BD,1.GNS+TR_D,1.LLD longline,1.LTL trolling,1.LH hand-pole,1.MIS,1.PS+SB+SV,2.FPO traps,2.GNS+TR_D,2.LLD longline,2.MIS,2.OTB_D,2.OTB_DWS,2.OTB_MDD,2.OTM,2.PTM,2.PS+SB+SV,3.OTM,3.OTB_MDDW
SG,-0.00169739,0.000437536,0.0187954,-0.000922798,-4.99297e-05,-7.02056e-05,-0.00037607,0.00053215,-1.10945e-05,-0.0017693,0.000503471,-0.00549423,-0.00726887,-0.00156059,0.00558608,0.0290064,0.0219942,6.67346e-05,0.0399195,0.000265712,-0.000715495,-0.0023577,-0.00106104,0.00372052,0.00035354,-0.000225378,0.000197778,0.00025804,-0.00468299,-0.000345164,-0.000676182,-0.000300163,0.0044819,-0.000330207,-0.00143515,-0.00727792,0.0051603,-0.00668782,0.00729631,0.0138286,-0.00476839,0.0395117,-0.0291858,0.101066,0.0126614,0.0154802,0.0191589,0.000860284,0.0506888,-0.0150965,-0.02552,-0.00553708,-0.000163161,-0.000916494,-0.00119044,0.000660081,0.000188068,-0.000246992,-0.0053423,0.000812851,-0.000149229,0.000797485,-0.0314806,-0.0893891,-0.0428672,0.01032,0.020045,0.00051208,0.034101,0.00257137,-0.00012639,-0.000271302,-0.00115465,-0.015018,0.000305995,-0.00546109,-0.00059716,0.00338766,-3.78765e-05,0.000360018,-0.000295623,-8.40103e-05,-0.00668782,-0.00155739,4.87631e-05,-0.00028707,0.00663673,0.0109327,0.00647063,0.000190785,-0.00192826,-0.000607449,0.00260292,0.0103139
MA,0.000650563,0.00427594,0.0450572,0.00167998,-0.000762044,0.00140871,0.000514369,-0.00217701,-0.00461136,-0.00568967,-0.00334121,-0.0063284,-0.00757372,-0.00444409,0.00631286,0.0373841,0.0140556,0.000688799,0.0269719,0.00303906,0.0022425,-0.000979119,-0.00141252,0.00994345,0.00523091,-0.00221391,0.0036279,-0.00282328,0.0121069,0.0110961,0.010362,0.00647713,0.0218241,0.00102377,0.000100512,0.0333915,-5.16117e-05,0.0157997,0.008673,0.0106503,0.0203803,0.0370871,-0.0247246,0.0765102,-0.00330806,0.019736,-0.00118643,0.413915,0.0437302,-0.00685148,-0.0144535,-0.0185171,-0.00366809,-0.00317274,-0.000966764,-0.00332145,2.16251e-05,-0.000179112,-0.0196588,-0.00250676,0.00335312,-0.00112204,-0.0334238,-0.069192,-0.0452441,0.0150983,0.0203096,0.00903569,0.029615,0.00494528,-0.000728261,0.00871161,-0.00302622,-0.0219608,-0.000223091,0.000549951,0.00612325,0.00490488,0.000657734,0.00393927,0.000749594,0.00174091,0.0157997,0.00207538,0.00144501,0.000774603,0.00852629,0.00975934,0.00737895,0.00230391,0.00382747,0.00122745,0.00611764,0.00957418
Dipturus_oxyrinchus,0.00103182,0.00117325,0.0034087,0.000883295,-0.000150949,-0.000719449,0.00100076,0.00303687,-0.0095707,0.0746037,0.0597639,0.0227594,-0.0674959,0.0286563,0.0692137,0.0153662,0.0142793,-0.00407577,0.0160251,-0.000234503,9.21113e-05,0.00487791,-0.00826501,0.00360721,0.0012241,0.00072225,0.00135195,0.00133415,0.00437947,-0.000415401,-0.00605666,-0.000665052,0.000508637,0.0035633,-0.00128755,0.0127258,-0.000229683,0.0379785,-0.0089128,0.000273663,-0.00172465,0.000408989,-0.00245651,-0.000152944,-0.000370712,-0.000545576,-0.00451496,0.00300105,-0.0016874,0.00156676,0.00201554,-6.2104e-05,-0.0021352,-0.000166987,0.000271913,5.2768e-06,0.000296844,-0.000181798,0.00107607,2.77926e-05,0.00124431,0.000301921,0.000886189,6.71222e-05,0.000422121,-0.0114046,-0.00497979,-0.152351,-0.00988284,0.00689177,-0.000863803,-0.00288456,0.00733404,-0.000338635,0.000133958,-0.00039398,0.00321476,0.00347459,-0.00269817,-0.00594567,0.000548321,-0.000393142,0.0379785,0.00570057,0.000169238,0.000500218,0.0024721,-0.00333399,0.00171731,-0.00143092,0.00267501,0.00104668,0.0140844,0.00313844
Myliobatis_aquila,3.28546e-05,-1.60616e-05,-0.000142543,1.34301e-05,-3.48046e-05,-3.62606e-05,-2.72168e-05,2.30316e-05,-8.55966e-05,0.000852817,0.000657349,0.000327292,0.000160222,-0.00123764,-0.0029831,-0.000629316,-0.000732844,-8.12185e-05,-0.000848555,-1.4856e-05,3.75059e-05,-0.000276586,-6.916e-06,-0.000141433,-0.00011772,2.21798e-05,-7.06527e-05,1.56918e-05,9.97785e-05,6.4587e-06,-2.48489e-05,-2.1013e-06,-1.2069e-06,2.98598e-05,1.29932e-05,-0.000377861,3.47798e-05,-0.000509814,-0.000154011,-7.73854e-05,6.12704e-05,-0.000792631,0.000255907,0.000233855,0.000374954,-1.63284e-05,0.000192836,-0.000177242,-7.52978e-05,-0.000176517,-7.84103e-05,-4.34848e-05,3.14627e-05,-6.1484e-06,1.9848e-06,-1.7122e-06,-4.6151e-06,2.2877e-06,-3.21812e-05,-6.7367e-06,-1.77386e-05,-1.14962e-05,-5.26686e-05,-5.15547e-05,-2.35536e-05,-0.00269172,-0.00257772,-0.00157527,-0.00313698,-0.000148248,-2.63819e-05,-7.67677e-05,-0.000249714,0.000254972,-4.1506e-06,2.82084e-05,-0.000145109,-0.00012845,-4.52683e-05,-1.19114e-05,-2.95955e-05,-2.6852e-05,-0.000509814,-0.000166995,2.93144e-05,-2.98484e-05,-0.000117393,-0.000112671,-1.3614e-06,-3.55412e-05,5.27942e-05,1.28327e-05,0.00346562,-0.000156585
RSH_C1,-0.0061619,-0.00739706,-0.0203218,-0.00670473,0.000275158,0.00587752,-0.00389637,-0.00710266,0.0730232,-0.426569,-0.379851,-0.147471,0.0455586,-0.153598,-0.385525,-0.085894,-0.0756304,0.0285113,-0.0888371,-0.00781354,0.002396,-0.0264771,-0.00510856,-0.0141046,-0.00889125,-0.00549415,-0.00615698,-0.00963593,-0.0252265,0.00226652,0.00764975,0.0030115,0.000832891,-0.0222644,0.00565679,-0.0851453,0.000127747,-0.221049,0.0206689,0.000590487,0.0110428,-0.0103249,0.0179574,0.00283833,0.00557779,0.00217626,0.0315898,-0.0211052,0.00922756,-0.0113068,-0.012958,0.00385215,0.00922608,0.00164762,-0.000591212,0.000213306,-0.0014399,0.000873009,-0.0068924,-0.000441866,-0.00545282,-0.0019156,-0.00608972,-0.000587437,-0.00261612,-0.123317,-0.126091,-0.121222,-0.132376,-0.0444748,0.00382207,0.0127602,-0.0457968,0.00509691,-0.000691049,0.00277984,-0.026559,-0.0217688,-0.0127915,-0.00422524,-0.0013257,0.00447226,-0.221049,-0.0364052,-0.00144488,-0.00105239,-0.0210572,0.00833746,-0.0138273,0.00395243,-0.0164897,-0.00871289,0.185373,-0.0240743
RSS_C1,0.000183508,0.00014402,0.000196222,5.79724e-05,2.15123e-05,-0.000151628,8.63926e-05,0.00014465,-0.00134039,0.0091255,0.00804659,0.00302284,-0.000869691,0.00347292,0.00843008,0.00218046,0.0019103,-0.00064805,0.00204048,-8.22989e-05,-6.2363e-06,0.000542364,0.000179382,0.000354242,8.38938e-05,0.00010898,5.92866e-05,0.00020609,0.000596895,-4.65663e-05,-0.000207031,-3.16468e-05,-2.58819e-05,0.000464086,-7.70214e-05,0.00178294,6.46542e-05,0.00481206,-0.00112067,-0.000561241,-0.000187426,-0.0020316,0.000604849,0.000591282,0.000905746,-0.000150632,-0.000585584,0.000233418,-0.000491441,-0.000257313,0.000211039,-0.000389099,-0.000180133,-2.56325e-05,1.76443e-05,-5.4329e-06,2.37378e-05,-1.90787e-05,0.000129998,-2.6316e-06,0.000107142,2.12193e-05,3.23648e-05,-0.000122737,2.64678e-05,-0.0292246,-0.0243894,-0.018514,-0.0303739,0.000486346,-0.000202057,-0.00080806,0.000528662,0.000650556,4.1388e-06,-1.45865e-05,0.000568391,0.000432961,0.000224432,0.0001422,2.37901e-05,-0.000114866,0.00481206,0.000754524,-1.17416e-05,1.71342e-05,0.000238489,-0.000773647,0.000709834,-0.000259259,0.000377391,0.000198656,0.0411498,0.000241735
SSH_C1,-0.00347364,-0.00908583,0.0041973,0.00125339,-0.00127187,0.00687734,-0.0600101,0.0017702,0.0255294,-0.138487,-0.123906,-0.081199,0.0316425,-0.196744,-0.190605,-0.0429491,0.00489906,0.017893,0.0124405,-0.00268659,-0.00468416,-0.0205909,-0.0444043,-0.263098,0.000759395,-0.005972,0.000919441,-0.00040525,0.00378646,-0.00424317,-0.107177,-0.00117482,-0.0725194,0.00392476,0.00107278,0.0120056,-0.000831351,0.0345168,0.0120628,0.0111703,0.00934629,0.00379944,0.000471073,-0.00107323,-0.000893444,0.00463015,0.0203754,-0.00749241,0.000241654,-0.00449132,-0.00719997,0.0148715,0.007213,0.00390496,-0.00131689,-0.000436044,-0.00100045,0.000678365,-0.00650283,-0.000546363,-0.00405411,-0.00145147,-0.00483765,0.000141307,-0.00406063,-0.0206411,-0.0124719,-0.00925631,-0.0141908,-0.079703,0.0175012,0.0393422,-0.0605182,-0.00591742,-0.000538782,0.00226742,-0.0701696,-0.0544064,0.120348,-0.0556812,-0.0424178,0.00357138,0.0345168,-0.0424138,0.000798523,-0.0405474,-0.0266646,0.0108911,-0.0179229,0.00387787,0.001385,-0.0129428,0.033894,-0.0108469
SSS_C1,0.00113845,0.00356654,-0.001609,-0.00417966,-0.00230359,-0.00429957,0.0244042,-0.000583681,-0.0146084,0.042822,0.0490632,0.0270842,-0.0139875,0.0714177,0.0715286,0.0153699,-0.00377425,-0.00600849,-0.0133905,-0.00137929,0.00146854,0.042154,0.0169157,0.0925138,5.50404e-05,0.00476653,0.00326911,-0.000863693,0.000981768,0.000930617,0.0384403,-0.109078,0.0288739,0.00194013,-0.00733363,-0.00690226,0.0568734,-0.0115524,-0.0073139,-0.00620395,-0.00102106,-0.00327488,-0.00153195,-0.000808774,-0.00313933,-0.000650306,-0.00258999,0.000664788,-0.000473342,0.00421587,-0.000258477,-0.0187812,-0.0176811,-0.00172443,0.00198965,0.00230157,0.00163037,-0.00105405,0.00148109,-0.000867386,0.00953979,-0.000463124,0.00224473,0.00124313,0.00117878,-0.00610351,-0.00543742,-0.000452478,-0.00877654,-0.326352,-0.0529182,0.00987223,-0.312233,-0.00251159,0.000665851,-0.000310574,0.0345202,0.0213529,-0.0442496,0.0212729,0.0168547,-0.00273303,-0.0115524,0.0351689,0.00355112,0.016052,0.0137012,-0.00660845,0.00919711,-0.00279303,-4.23361e-05,0.00450852,0.00405963,0.00757207
SSS_C2,0.00103662,0.00338744,-0.00134395,-0.00065824,0.000218515,-0.00252042,0.0203645,-0.000945009,0.0124971,0.0514387,0.049373,0.0269203,-0.0117208,0.0761499,0.0648156,0.0323486,0.010084,-0.00608201,-0.0058765,-0.0257162,0.002734,0.00806719,0.0144165,0.0869697,0.00185323,0.00198886,0.00186833,-0.000312976,-0.00184468,0.00165161,0.0231375,-0.0107377,0.0244456,-0.00011436,0.000527402,-0.00595566,0.00504226,-0.00992321,-0.00516426,-0.00331142,-0.00351548,-0.00159585,-0.000350769,-5.49289e-05,0.00014186,-0.00179219,-0.00510397,0.00191095,-0.000176723,0.00160964,0.00179962,-0.00393178,-0.00078773,-0.00147122,0.000114113,-0.000327496,0.000223812,-0.000150747,0.00235764,0.000272272,0.00057087,0.000701108,0.00189095,0.000350369,0.00175093,0.0109646,0.00873392,0.00649022,0.00982206,-0.297659,-0.416745,-0.175837,-0.303141,0.00179456,0.000134089,-0.000832091,0.0204013,0.0168268,-0.0413926,0.0182152,0.0143455,-0.00132166,-0.00992321,0.0137223,0.000216273,0.0137055,0.00770374,-0.00397835,0.00457702,-0.0184598,-0.000966902,0.00394271,-0.018663,0.00445268
Torpedo_marmorata,-6.63225e-05,-0.000125864,0.000242932,3.97245e-05,2.3892e-06,0.000165048,-0.00184711,0.000881556,0.00123487,-0.00250973,-0.00366628,-0.00151577,0.00140199,-0.00100286,-0.00503958,-0.00101356,0.00044751,0.000565608,0.000354224,-0.000256755,0.000364709,-0.00896936,7.35365e-05,0.00142462,0.000184272,-0.000210999,0.000134796,-0.000297174,0.000438177,8.77872e-05,-0.00375212,-0.000778272,-0.000205302,0.000172994,5.86699e-05,0.00101291,0.000515022,0.00116035,0.000583587,0.000810524,0.000630169,2.10568e-05,-2.65874e-05,-3.29412e-05,-0.000231841,0.000134664,7.45265e-05,-0.000258963,9.75296e-05,-3.21546e-05,0.000127665,0.00169348,0.0010879,3.61068e-05,-7.13775e-05,-0.000272891,-0.000103783,7.3966e-05,-0.000431146,-2.71521e-05,-0.000539882,-5.2164e-06,-0.000368235,1.85589e-05,-0.000288379,-0.000656449,-0.000942394,-0.000917438,-0.00067901,-0.00305587,0.00108721,0.00142034,-0.00864887,-0.000283186,-4.52228e-05,0.000147012,-0.00333102,-0.000972098,0.0076935,-6.7658e-06,-0.00131789,0.000162766,0.00116035,-0.0053588,2.76948e-05,-0.00126162,-0.00162587,0.000673097,-0.000906765,2.03766e-05,3.00812e-05,-5.18695e-05,0.0014416,-0.000834187
DC,0.0404387,0.00606383,0.009896,-0.00361613,0.00143889,0.0126584,-0.00629712,-0.00523083,-0.00767671,-0.0531362,-0.0191479,-0.00762305,0.00476773,-0.0154874,-0.0414534,0.0227874,-0.0328511,0.0445688,-0.0181675,0.00341173,0.0146624,-0.00806681,0.0360162,0.0191372,0.00698634,-0.00874923,-0.00700563,-0.0178251,-0.00603896,0.000230864,0.0218317,0.0411285,0.0113049,0.00123612,-0.0118328,0.101447,0.146789,0.156194,0.16021,0.0456747,0.0141121,0.126624,-0.0987037,-0.0764294,0.03967,0.0226889,0.179502,-0.0996434,-0.0331392,-0.0341713,-0.0960915,-0.0237466,-0.0182015,0.00392103,-0.000291308,0.00288834,0.00117813,-0.00036814,-0.00675761,-0.00198217,0.00966099,-0.00242628,0.0178421,0.0400142,0.00818009,0.0277321,0.0951988,0.076953,0.0891976,0.0148572,0.00124193,0.0177695,-0.00844304,0.0,0.000804216,0.000929251,0.0186364,0.000698787,0.0212013,0.0296455,-0.00131157,0.0105335,0.156194,0.00141042,0.00171167,-0.000781509,0.0228151,0.088211,0.0321696,0.0167094,-0.0124891,-0.00513581,0.0338477,0.0379085
SPOM,0.0343366,0.0419461,0.0216991,0.0103648,-0.00755117,0.016726,0.0150111,0.0240713,0.0253926,-0.0201709,0.0251705,0.0362583,0.0374561,0.0101636,0.00631486,0.0295184,0.038251,0.0637917,0.00769015,0.00738675,0.0730566,0.0877714,0.0257587,0.03073,-0.00608996,0.0975676,-0.0214833,0.0595174,0.00407362,0.0874596,-0.0168345,0.00465042,0.00593001,0.0137819,0.0492479,0.0704906,0.0055899,0.0662926,0.00548838,0.00153596,-0.00113851,-0.0213938,0.220223,0.00901147,-0.000251378,0.0476263,-0.0223837,-0.0136647,-0.0132768,0.196079,0.295028,0.0158471,-0.023381,0.00807673,0.122809,0.0546865,0.157851,0.429212,-0.0095609,-0.1269,-0.0139038,-0.065487,-0.0223661,-0.00355308,-0.00412745,-0.0170933,-0.0110392,0.0156328,-0.0374894,0.0402087,-0.00474971,-0.00195537,0.0703007,0.00204416,0.0,-0.048241,0.0414404,0.0268252,0.026507,0.021177,0.0154622,0.0236065,0.0662926,0.0705029,0.00790184,0.0155101,0.0227613,0.0048168,0.0179865,0.0258688,0.0346263,0.0393134,0.0171854,0.0179956
BD,0.054606,0.0663027,0.172006,0.0200381,0.00497299,0.0418302,0.0234421,-0.0215872,-0.0693632,-0.0222644,0.0286885,-0.00693137,-0.038996,0.271023,0.234252,0.0819621,0.0763592,0.0211032,0.0752413,0.0502062,0.083726,0.123175,0.041065,0.113295,0.218275,0.0637821,0.141058,-0.0559769,0.108311,0.0562934,0.124936,0.0753756,0.0615732,0.0674203,0.141209,0.112985,0.0305549,0.0349136,-0.027438,0.0499467,0.178285,0.177147,0.0354044,0.152525,0.170984,0.0893821,0.0898873,0.0231463,0.145147,-0.0301822,0.0763898,0.188713,-0.0184148,0.119848,0.0404208,-0.0518592,0.00193461,0.0172485,0.474464,-0.0257323,0.0293128,-0.00306475,-0.154612,-0.157001,-0.16293,0.0777125,0.097867,0.0640713,0.118785,0.0524679,0.0396179,0.0666476,0.0695609,-0.149447,-0.0302979,0.0,0.0979484,0.0582209,0.0422752,0.0475497,0.0282784,0.0403439,0.0349136,0.0943962,0.022702,0.0287926,0.0779381,0.025822,0.0622033,0.0403759,0.0172401,0.00303593,0.0527223,0.0558448
1.GNS+TR_D,-0.000280469,0.000304532,0.000669967,0.000576176,-0.000321755,0.00043996,-0.0268823,0.0158674,-2.40015e-05,-7.83439e-05,-0.000177882,-0.00950367,-0.0139935,0.00144274,0.00231715,0.000717164,-0.0184691,0.00221905,-0.00458187,0.000552493,0.0010386,-0.0025019,-0.00855741,-0.0260129,-0.000557558,-0.000464069,-0.000131717,-0.000352673,0.000653228,-0.00016372,-0.012472,0.000787154,0.0027961,0.000387085,0.000237663,0.00218523,-0.000432542,0.00284524,0.00165254,0.00186327,0.000855139,0.000644736,0.000101363,-0.000111121,-0.000256617,0.000366672,0.000699359,-1.01872e-05,0.000220554,-0.000321016,0.000203329,0.0016797,0.000573718,0.000220444,-0.000198395,-0.000484541,3.5964e-06,1.80713e-05,-0.000608347,-0.000114852,-0.000166004,8.157e-05,-0.000486431,-2.92211e-05,-0.000435052,-1.68875e-05,0.00100492,0.0010033,0.000894234,-0.00353073,0.000356484,-0.000833502,-0.00319277,-0.000618262,-1.57561e-05,0.000207735,-0.00902808,-0.00588112,-0.0125657,-0.00679314,-0.0196962,0.000673418,0.00284524,-0.00519025,0.000172578,-0.0189321,-0.00412951,0.00168713,-0.00268602,0.00110317,0.00010138,-0.00209726,0.000784598,-0.00187858
1.LLD longline,0.000235546,-0.000274583,0.000250793,-0.169344,0.0574038,0.0116587,-0.00739944,0.00473014,0.00170213,-0.00174468,-0.00305984,-0.0115057,-0.0152173,0.00136069,0.00103875,0.000980248,0.00140436,-0.00415147,-0.0907917,-0.00111767,0.00179042,-0.000722996,-0.012171,-0.0179327,0.00210311,-0.0104398,-0.00706232,0.00275845,-0.00345607,-0.00117042,0.00130086,0.000731885,0.00163118,0.00197991,0.000266059,-0.000445915,-0.0005182159999999999,0.00211259,-6.43794e-05,0.0024688,4.88481e-05,-0.000331129,8.83439e-05,0.000243232,0.000579641,-0.000155543,0.00152246,-0.000485464,-2.91136e-05,0.000485811,-0.000212508,-0.000178465,-0.000226704,0.00437391,0.000465558,-0.000394169,6.29464e-05,-1.90538e-05,-7.45866e-05,-2.04173e-05,0.00027155,0.000202176,-8.63609e-05,-0.000140277,-4.84901e-05,0.00170132,0.00507448,0.00404904,0.00162635,-0.00157107,0.000583411,0.000320448,-0.000861644,4.55923e-05,3.06726e-05,-1.1311e-05,-0.00274626,-0.0916082,-0.00924915,-0.00949672,-0.0023869,0.00958937,0.00211259,-0.00367882,-0.0690819,-0.00185397,-0.000892194,0.00133659,-0.00141931,-0.00506837,-0.00121646,0.00117732,-0.00219708,-0.00334474
1.LTL trolling,1.27165e-05,9.53e-08,-3.3478e-06,-3.4067e-06,-1.76283e-05,4.1951e-06,-0.000428385,0.000447701,-0.000107452,0.000135599,0.000115635,0.00010861,-8.8417e-06,0.000270253,0.000383137,-1.30981e-05,-3.87538e-05,-1.4034e-06,2.16017e-05,9.58347e-05,6.18079e-05,5.15204e-05,-0.000883245,0.00028313,-3.68763e-05,-5.8431e-06,3.21695e-05,1.06386e-05,9.6467e-06,7.383e-06,0.000113617,4.2392e-06,0.000114406,-2.3882e-06,-2.1331e-06,-1.06395e-05,-3.2061e-06,-3.7304e-05,4.9781e-06,-1.4482e-05,-1.43757e-05,2.6801e-06,-2.9583e-06,-7.389e-07,-1.1298e-06,-8.9766e-06,-2.79278e-05,1.36188e-05,7.235e-07,3.7684e-06,1.23286e-05,-1.90737e-05,-1.54361e-05,-1.6058e-06,1.6563e-06,-1.12894e-05,4.212e-06,-2.2755e-06,1.0381e-05,-7.595e-07,1.29366e-05,8.2375e-06,7.4882e-06,2.298e-07,6.0996e-06,-9.8679e-06,1.6207e-06,6.9987e-06,-1.9258e-06,-0.00100256,-3.18847e-05,-4.27083e-05,-0.00101769,5.4647e-06,1.7682e-06,-3.2555e-06,4.5259e-05,4.7424e-05,-0.000752687,-0.000631122,-0.000314611,2.32516e-05,-3.7304e-05,5.29082e-05,-1.2813e-06,-0.000302514,3.07143e-05,-5.5186e-06,1.76681e-05,6.16108e-05,1.0205e-05,-3.55638e-05,-2.1742e-06,1.22536e-05
1.LH hand-pole,0.000182313,-0.000353256,-1.8647e-05,4.2995e-05,-0.000344465,0.000149085,0.000293419,0.0034465,-0.00139307,-0.000401253,-0.000623579,9.75823e-05,0.000226162,0.000996997,0.00312244,-0.00113932,-0.000599507,-1.34004e-05,0.000321207,0.00168504,0.00109464,0.000113999,-0.0174117,0.00055751,-0.000517493,-0.00014959,0.000821736,0.000196571,0.000287593,7.57685e-05,-0.000242863,-0.000139996,-0.000545476,2.01116e-05,-1.64544e-05,1.25909e-05,2.46649e-05,-9.98321e-05,0.000285724,6.95533e-05,-7.07805e-05,8.74647e-05,-7.64359e-05,-3.14099e-05,-3.44379e-05,-9.1597e-05,5.2701e-05,-6.374e-07,2.95132e-05,2.5687e-05,1.81614e-05,2.87614e-05,-0.000207688,2.20387e-05,4.115e-06,-7.86294e-05,3.93242e-05,-2.2213e-05,5.4012e-05,-1.45927e-05,0.000148774,5.66466e-05,3.58586e-05,1.06852e-05,3.27816e-05,-0.000580894,-0.000223003,-0.000100992,-0.000306956,0.000233648,-0.00022356,1.91232e-05,0.000172568,-1.05367e-05,1.4775e-05,-1.23327e-05,-0.000226089,-0.000171234,-0.00915617,-0.0130586,0.000255458,0.000388735,-9.98321e-05,8.79939e-05,1.3187e-06,0.000251422,-6.63591e-05,0.00015961,-9.71157e-05,0.0010795,0.000234923,-0.000591929,0.000594195,-4.6954e-05
1.MIS,1.07303e-05,3.26206e-05,5.8091e-06,1.77559e-05,0.000150719,-0.00094472,-0.00223788,0.00121673,-7.75272e-05,6.2345e-06,0.000173485,0.000336148,0.000433618,-4.93493e-05,-3.92459e-05,-3.98117e-05,-2.96302e-05,0.000524155,-1.1633e-06,6.83835e-05,-5.54145e-05,4.27961e-05,0.000190515,-3.06802e-05,-0.000226186,0.000829967,0.000396883,-0.000125531,0.000329314,0.000108376,2.08626e-05,0.000112253,0.000113698,-7.81466e-05,-1.2191e-05,1.82899e-05,-5.76435e-05,2.2867e-05,0.000109485,-0.00010849,-2.0378e-05,3.8809e-05,-9.7351e-06,-6.7604e-06,-2.6421e-06,-2.0221e-06,1.25063e-05,-8.946e-07,-9.63e-07,-9.21245e-05,-7.0653e-06,1.32334e-05,4.81262e-05,-0.000358709,-5.38207e-05,-3.09277e-05,3.907e-07,3.658e-07,1.58913e-05,6.304e-07,-1.74027e-05,1.65085e-05,1.00448e-05,-1.166e-06,4.2289e-06,-6.07963e-05,-4.31408e-05,-2.40871e-05,-4.51862e-05,-1.954e-07,-2.9393e-06,5.89133e-05,1.8274e-06,-8.9223e-06,-3.235e-07,-3.4223e-06,-7.51105e-05,3.409e-05,-0.000420231,0.000138572,-0.00189775,-0.000746484,2.2867e-05,2.36075e-05,-0.000139197,-0.0018616,8.9867e-06,-1.72015e-05,1.44503e-05,0.000214917,7.66088e-05,-0.000123193,0.000114373,-7.5746e-06
